Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit_Margin,Discount_Level,Profit_Status,Shipping_Days,Order_Month,Order_Year,Order_Quarter
4822,CA-2015-140025,4/7/2015,4/11/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,384,6,20.00%,48,12.50%,Normal Discount,Profit,4,Apr,2015,Q2
4823,CA-2016-134222,7/10/2016,7/11/2016,Same Day,NZ-18565,Nick Zandusky,Home Office,United States,Yuma,Arizona,85364,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,45,6,70.00%,-36,-80.00%,High Discount,Loss,1,Jul,2016,Q3
4824,CA-2016-140018,11/21/2016,11/26/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,TEC-MA-10000752,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,30,7,70.00%,-24,-80.00%,High Discount,Loss,5,Nov,2016,Q4
4825,CA-2016-140018,11/21/2016,11/26/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",128,3,30.00%,-9,-7.03%,Normal Discount,Loss,5,Nov,2016,Q4
4826,CA-2016-140018,11/21/2016,11/26/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",78,3,20.00%,16,20.51%,Normal Discount,Profit,5,Nov,2016,Q4
4827,US-2017-136707,11/12/2017,11/15/2017,First Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,14,4,20.00%,5,35.71%,Normal Discount,Profit,3,Nov,2017,Q4
4828,CA-2014-152562,11/1/2014,11/8/2014,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",70,2,0.00%,19,27.14%,Normal Discount,Profit,7,Nov,2014,Q4
4829,CA-2014-152562,11/1/2014,11/8/2014,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",6,3,0.00%,2,33.33%,Normal Discount,Profit,7,Nov,2014,Q4
4830,CA-2016-152408,5/15/2016,5/21/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,14,3,20.00%,4,28.57%,Normal Discount,Profit,6,May,2016,Q2
4831,CA-2014-120278,11/7/2014,11/12/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,246,6,0.00%,69,28.05%,Normal Discount,Profit,5,Nov,2014,Q4
4832,CA-2014-120278,11/7/2014,11/12/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,37,3,0.00%,10,27.03%,Normal Discount,Profit,5,Nov,2014,Q4
4833,CA-2014-120278,11/7/2014,11/12/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,23,2,0.00%,6,26.09%,Normal Discount,Profit,5,Nov,2014,Q4
4834,CA-2014-120278,11/7/2014,11/12/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",12,3,0.00%,6,50.00%,Normal Discount,Profit,5,Nov,2014,Q4
4835,CA-2017-167661,10/5/2017,10/10/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",40,5,20.00%,13,32.50%,Normal Discount,Profit,5,Oct,2017,Q4
4836,CA-2017-167661,10/5/2017,10/10/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,62,2,0.00%,28,45.16%,Normal Discount,Profit,5,Oct,2017,Q4
4837,CA-2017-167661,10/5/2017,10/10/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,20,4,20.00%,7,35.00%,Normal Discount,Profit,5,Oct,2017,Q4
4838,CA-2017-106831,6/1/2017,6/3/2017,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",4,2,70.00%,-3,-75.00%,High Discount,Loss,2,Jun,2017,Q2
4839,CA-2017-106831,6/1/2017,6/3/2017,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,28,6,20.00%,10,35.71%,Normal Discount,Profit,2,Jun,2017,Q2
4840,CA-2017-106831,6/1/2017,6/3/2017,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,158,4,40.00%,-34,-21.52%,Normal Discount,Loss,2,Jun,2017,Q2
4841,CA-2017-154123,11/20/2017,11/25/2017,Standard Class,SC-20050,Sample Company A,Home Office,United States,Henderson,Kentucky,42420,South,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,28,2,0.00%,12,42.86%,Normal Discount,Profit,5,Nov,2017,Q4
4842,CA-2016-136049,12/23/2016,12/28/2016,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Bowling Green,Ohio,43402,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",6,3,70.00%,-4,-66.67%,High Discount,Loss,5,Dec,2016,Q4
4843,CA-2017-118402,9/29/2017,10/4/2017,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,244,5,20.00%,-55,-22.54%,Normal Discount,Loss,5,Sep,2017,Q3
4844,US-2016-139388,11/7/2016,11/9/2016,First Class,CC-12475,Cindy Chapman,Consumer,United States,Lakewood,New Jersey,8701,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,15,4,0.00%,0,0.00%,Normal Discount,Profit,2,Nov,2016,Q4
4845,US-2014-128685,4/4/2014,4/5/2014,First Class,MZ-17515,Mary Zewe,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7,2,20.00%,2,28.57%,Normal Discount,Profit,1,Apr,2014,Q2
4846,CA-2015-124044,7/23/2015,7/26/2015,Second Class,MS-17830,Melanie Seite,Consumer,United States,Rochester,New York,14609,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,11,3,20.00%,4,36.36%,Normal Discount,Profit,3,Jul,2015,Q3
4847,CA-2014-164469,6/25/2014,6/27/2014,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,TEC-PH-10002115,Technology,Phones,Plantronics 81402,264,5,20.00%,20,7.58%,Normal Discount,Profit,2,Jun,2014,Q2
4848,CA-2014-164469,6/25/2014,6/27/2014,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",72,11,20.00%,18,25.00%,Normal Discount,Profit,2,Jun,2014,Q2
4849,CA-2014-164469,6/25/2014,6/27/2014,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9,1,20.00%,1,11.11%,Normal Discount,Profit,2,Jun,2014,Q2
4850,CA-2014-107818,9/8/2014,9/14/2014,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,6,2,0.00%,3,50.00%,Normal Discount,Profit,6,Sep,2014,Q3
4851,CA-2014-107818,9/8/2014,9/14/2014,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",976,5,20.00%,122,12.50%,Normal Discount,Profit,6,Sep,2014,Q3
4852,CA-2014-107818,9/8/2014,9/14/2014,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",304,8,0.00%,91,29.93%,Normal Discount,Profit,6,Sep,2014,Q3
4853,CA-2014-107818,9/8/2014,9/14/2014,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,486,6,0.00%,19,3.91%,Normal Discount,Profit,6,Sep,2014,Q3
4854,CA-2014-113320,12/12/2014,12/15/2014,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",13,3,0.00%,5,38.46%,Normal Discount,Profit,3,Dec,2014,Q4
4855,CA-2014-113320,12/12/2014,12/15/2014,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,9,3,0.00%,1,11.11%,Normal Discount,Profit,3,Dec,2014,Q4
4856,CA-2014-113320,12/12/2014,12/15/2014,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9,3,0.00%,4,44.44%,Normal Discount,Profit,3,Dec,2014,Q4
4857,CA-2015-137526,1/13/2015,1/17/2015,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,70,3,20.00%,25,35.71%,Normal Discount,Profit,4,Jan,2015,Q1
4858,CA-2015-137526,1/13/2015,1/17/2015,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",78,4,0.00%,38,48.72%,Normal Discount,Profit,4,Jan,2015,Q1
4859,CA-2015-137526,1/13/2015,1/17/2015,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",465,9,0.00%,93,20.00%,Normal Discount,Profit,4,Jan,2015,Q1
4860,CA-2017-136063,12/15/2017,12/19/2017,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Oak Park,Illinois,60302,Central,OFF-AR-10000823,Office Supplies,Art,Newell 307,10,7,20.00%,1,10.00%,Normal Discount,Profit,4,Dec,2017,Q4
4861,CA-2016-101546,12/18/2016,12/24/2016,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Morristown,New Jersey,7960,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1794,2,0.00%,843,46.99%,Normal Discount,Profit,6,Dec,2016,Q4
4862,CA-2014-138940,4/11/2014,4/16/2014,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Austin,Texas,78745,Central,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758,6,20.00%,265,34.96%,Normal Discount,Profit,5,Apr,2014,Q2
4863,CA-2016-125164,11/10/2016,11/14/2016,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,New York City,New York,10011,East,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,20,1,20.00%,7,35.00%,Normal Discount,Profit,4,Nov,2016,Q4
4864,CA-2016-125164,11/10/2016,11/14/2016,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,50,3,20.00%,17,34.00%,Normal Discount,Profit,4,Nov,2016,Q4
4865,CA-2017-163531,6/26/2017,6/30/2017,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,New York City,New York,10024,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,240,3,0.00%,67,27.92%,Normal Discount,Profit,4,Jun,2017,Q2
4866,CA-2017-122490,11/13/2017,11/18/2017,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2405,6,20.00%,150,6.24%,Normal Discount,Profit,5,Nov,2017,Q4
4867,CA-2017-122490,11/13/2017,11/18/2017,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,563,11,20.00%,190,33.75%,Normal Discount,Profit,5,Nov,2017,Q4
4868,CA-2017-122490,11/13/2017,11/18/2017,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,345,3,0.00%,10,2.90%,Normal Discount,Profit,5,Nov,2017,Q4
4869,CA-2017-122490,11/13/2017,11/18/2017,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,9,3,0.00%,4,44.44%,Normal Discount,Profit,5,Nov,2017,Q4
4870,CA-2017-131366,11/24/2017,11/29/2017,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,90,2,40.00%,-15,-16.67%,Normal Discount,Loss,5,Nov,2017,Q4
4871,CA-2017-131366,11/24/2017,11/29/2017,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,230,7,20.00%,83,36.09%,Normal Discount,Profit,5,Nov,2017,Q4
4872,CA-2017-164042,5/23/2017,5/27/2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,2,2,20.00%,1,50.00%,Normal Discount,Profit,4,May,2017,Q2
4873,CA-2017-164042,5/23/2017,5/27/2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,18,5,80.00%,-47,-261.11%,High Discount,Loss,4,May,2017,Q2
4874,CA-2017-164042,5/23/2017,5/27/2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,49,3,20.00%,-12,-24.49%,Normal Discount,Loss,4,May,2017,Q2
4875,CA-2017-164042,5/23/2017,5/27/2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,1,1,80.00%,-2,-200.00%,High Discount,Loss,4,May,2017,Q2
4876,CA-2014-132864,12/2/2014,12/7/2014,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Columbus,Ohio,43229,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,120,5,20.00%,30,25.00%,Normal Discount,Profit,5,Dec,2014,Q4
4877,US-2014-155817,10/3/2014,10/9/2014,Standard Class,SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,27707,South,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,62,2,20.00%,5,8.06%,Normal Discount,Profit,6,Oct,2014,Q4
4878,US-2014-155817,10/3/2014,10/9/2014,Standard Class,SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,27707,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,6,3,20.00%,0,0.00%,Normal Discount,Profit,6,Oct,2014,Q4
4879,US-2016-131891,7/29/2016,7/31/2016,First Class,PW-19240,Pierre Wener,Consumer,United States,Pensacola,Florida,32503,South,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2,3,70.00%,-1,-50.00%,High Discount,Loss,2,Jul,2016,Q3
4880,CA-2017-143567,11/2/2017,11/5/2017,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,5,2,0.00%,3,60.00%,Normal Discount,Profit,3,Nov,2017,Q4
4881,CA-2017-143567,11/2/2017,11/5/2017,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",976,4,0.00%,293,30.02%,Normal Discount,Profit,3,Nov,2017,Q4
4882,CA-2017-143567,11/2/2017,11/5/2017,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2250,9,0.00%,517,22.98%,Normal Discount,Profit,3,Nov,2017,Q4
4883,CA-2017-143567,11/2/2017,11/5/2017,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,60,4,0.00%,17,28.33%,Normal Discount,Profit,3,Nov,2017,Q4
4884,CA-2017-104080,3/8/2017,3/15/2017,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",171,5,20.00%,64,37.43%,Normal Discount,Profit,7,Mar,2017,Q1
4885,CA-2017-104080,3/8/2017,3/15/2017,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Anaheim,California,92804,West,OFF-AR-10001972,Office Supplies,Art,Newell 323,3,2,0.00%,1,33.33%,Normal Discount,Profit,7,Mar,2017,Q1
4886,CA-2014-151379,12/16/2014,12/20/2014,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Detroit,Michigan,48227,Central,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,114,5,0.00%,53,46.49%,Normal Discount,Profit,4,Dec,2014,Q4
4887,CA-2016-163167,11/28/2016,12/1/2016,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",183,3,0.00%,53,28.96%,Normal Discount,Profit,3,Nov,2016,Q4
4888,CA-2016-163167,11/28/2016,12/1/2016,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,102,6,0.00%,6,5.88%,Normal Discount,Profit,3,Nov,2016,Q4
4889,CA-2016-163167,11/28/2016,12/1/2016,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126,3,0.00%,56,4.97%,Normal Discount,Profit,3,Nov,2016,Q4
4890,CA-2016-163167,11/28/2016,12/1/2016,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1263,6,0.00%,316,25.02%,Normal Discount,Profit,3,Nov,2016,Q4
4891,CA-2016-135776,12/23/2016,12/30/2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,9,3,0.00%,3,33.33%,Normal Discount,Profit,7,Dec,2016,Q4
4892,CA-2016-135776,12/23/2016,12/30/2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,38,2,0.00%,18,47.37%,Normal Discount,Profit,7,Dec,2016,Q4
4893,CA-2016-135776,12/23/2016,12/30/2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",4,2,0.00%,1,25.00%,Normal Discount,Profit,7,Dec,2016,Q4
4894,CA-2016-135776,12/23/2016,12/30/2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,227,2,0.00%,2,0.88%,Normal Discount,Profit,7,Dec,2016,Q4
4895,CA-2016-135776,12/23/2016,12/30/2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,48,1,0.00%,23,47.92%,Normal Discount,Profit,7,Dec,2016,Q4
4896,CA-2016-135776,12/23/2016,12/30/2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,62,2,0.00%,30,48.39%,Normal Discount,Profit,7,Dec,2016,Q4
4897,CA-2016-135776,12/23/2016,12/30/2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1118,4,0.00%,56,5.01%,Normal Discount,Profit,7,Dec,2016,Q4
4898,US-2014-122021,10/15/2014,10/17/2014,First Class,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,183,2,30.00%,-8,-4.37%,Normal Discount,Loss,2,Oct,2014,Q4
4899,US-2014-122021,10/15/2014,10/17/2014,First Class,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,8,2,20.00%,3,37.50%,Normal Discount,Profit,2,Oct,2014,Q4
4900,CA-2016-130484,8/22/2016,8/27/2016,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Gresham,Oregon,97030,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26,8,70.00%,-18,-69.23%,High Discount,Loss,5,Aug,2016,Q3
4901,CA-2017-120936,12/17/2017,12/21/2017,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,92804,West,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,481,4,0.00%,125,25.99%,Normal Discount,Profit,4,Dec,2017,Q4
4902,CA-2017-120936,12/17/2017,12/21/2017,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,92804,West,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,14,1,0.00%,4,28.57%,Normal Discount,Profit,4,Dec,2017,Q4
4903,CA-2017-110884,3/7/2017,3/12/2017,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10035,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,26,6,20.00%,9,34.62%,Normal Discount,Profit,5,Mar,2017,Q1
4904,CA-2017-110884,3/7/2017,3/12/2017,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10035,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",92,3,0.00%,42,45.65%,Normal Discount,Profit,5,Mar,2017,Q1
4905,US-2014-161613,12/1/2014,12/3/2014,Second Class,MC-17605,Matt Connell,Corporate,United States,Houston,Texas,77070,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674,3,30.00%,-19,-2.82%,Normal Discount,Loss,2,Dec,2014,Q4
4906,US-2014-146353,10/14/2014,10/16/2014,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,23,4,0.00%,11,47.83%,Normal Discount,Profit,2,Oct,2014,Q4
4907,US-2014-146353,10/14/2014,10/16/2014,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,270,5,0.00%,16,5.93%,Normal Discount,Profit,2,Oct,2014,Q4
4908,CA-2014-133809,11/18/2014,11/23/2014,Second Class,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,12,8,70.00%,-9,-75.00%,High Discount,Loss,5,Nov,2014,Q4
4909,CA-2014-133809,11/18/2014,11/23/2014,Second Class,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,45014,East,TEC-PH-10004875,Technology,Phones,PNY Rapid USB Car Charger - Black,10,2,40.00%,-2,-20.00%,Normal Discount,Loss,5,Nov,2014,Q4
4910,CA-2017-127306,1/14/2017,1/18/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18,3,20.00%,7,38.89%,Normal Discount,Profit,4,Jan,2017,Q1
4911,CA-2017-127306,1/14/2017,1/18/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36,7,20.00%,13,36.11%,Normal Discount,Profit,4,Jan,2017,Q1
4912,CA-2017-127306,1/14/2017,1/18/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,112,2,20.00%,7,6.25%,Normal Discount,Profit,4,Jan,2017,Q1
4913,CA-2017-127306,1/14/2017,1/18/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,6,5,70.00%,-5,-83.33%,High Discount,Loss,4,Jan,2017,Q1
